datetime,Load_Type,Motor_and_Transformer_Load_kVarh
2021-06-11 05:00:00,Light_Load,5.9
2021-06-11 06:00:00,Light_Load,5.8
2021-06-11 07:00:00,Light_Load,5.65
2021-06-11 08:00:00,Light_Load,4.68
2021-06-11 09:00:00,Light_Load,0.0
2021-06-11 10:00:00,Light_Load,0.0
2021-06-11 11:00:00,Light_Load,0.0
2021-06-11 12:00:00,Light_Load,0.0
2021-06-11 13:00:00,Light_Load,0.0
2021-06-11 14:00:00,Light_Load,0.0
2021-06-11 15:00:00,Light_Load,0.0
2021-06-11 16:00:00,Light_Load,0.0
2021-06-11 17:00:00,Light_Load,0.0
2021-06-11 18:00:00,Light_Load,0.0
2021-06-11 19:00:00,Light_Load,0.0
2021-06-11 20:00:00,Light_Load,0.0
2021-06-11 21:00:00,Light_Load,0.0
2021-06-11 22:00:00,Light_Load,4.82
2021-06-11 23:00:00,Light_Load,4.64
2021-06-12 00:00:00,Light_Load,5.08
2021-06-12 01:00:00,Light_Load,4.93
2021-06-12 02:00:00,Light_Load,4.79
2021-06-12 03:00:00,Light_Load,4.9
2021-06-12 04:00:00,Light_Load,4.72
2021-06-12 05:00:00,Light_Load,5.29
2021-06-12 06:00:00,Light_Load,5.22
2021-06-12 07:00:00,Light_Load,5.26
2021-06-12 08:00:00,Light_Load,5.08
2021-06-12 09:00:00,Light_Load,0.0
2021-06-12 10:00:00,Light_Load,0.0
2021-06-12 11:00:00,Light_Load,0.0
2021-06-12 12:00:00,Light_Load,0.0
2021-06-12 13:00:00,Light_Load,0.0
2021-06-12 14:00:00,Light_Load,0.0
2021-06-12 15:00:00,Light_Load,0.0
2021-06-12 16:00:00,Light_Load,0.0
2021-06-12 17:00:00,Light_Load,0.0
2021-06-12 18:00:00,Light_Load,0.0
2021-06-12 19:00:00,Light_Load,0.0
2021-06-12 20:00:00,Light_Load,0.0
2021-06-12 21:00:00,Light_Load,0.0
2021-06-12 22:00:00,Light_Load,5.47
2021-06-12 23:00:00,Light_Load,5.08
2021-06-13 00:00:00,Light_Load,5.51
2021-06-13 01:00:00,Light_Load,5.58
2021-06-13 02:00:00,Light_Load,5.72
2021-06-13 03:00:00,Light_Load,5.36
2021-06-13 04:00:00,Light_Load,5.33
2021-06-13 05:00:00,Light_Load,5.47
2021-06-13 06:00:00,Light_Load,4.93
2021-06-13 07:00:00,Light_Load,7.02
2021-06-13 08:00:00,Light_Load,58.46
2021-06-13 09:00:00,Medium_Load,27.58
2021-06-13 10:00:00,Maximum_Load,48.67
2021-06-13 11:00:00,Maximum_Load,55.48
2021-06-13 12:00:00,Medium_Load,0.0
2021-06-13 13:00:00,Maximum_Load,37.84
2021-06-13 14:00:00,Maximum_Load,48.92
2021-06-13 15:00:00,Maximum_Load,22.0
2021-06-13 16:00:00,Maximum_Load,26.32
2021-06-13 17:00:00,Medium_Load,0.36
2021-06-13 18:00:00,Medium_Load,27.43
2021-06-13 19:00:00,Medium_Load,55.3
2021-06-13 20:00:00,Medium_Load,17.82
2021-06-13 21:00:00,Medium_Load,0.0
2021-06-13 22:00:00,Medium_Load,5.58
2021-06-13 23:00:00,Light_Load,5.0
2021-06-14 00:00:00,Light_Load,7.85
2021-06-14 01:00:00,Light_Load,5.33
2021-06-14 02:00:00,Light_Load,5.72
2021-06-14 03:00:00,Light_Load,5.72
2021-06-14 04:00:00,Light_Load,5.62
2021-06-14 05:00:00,Light_Load,5.36
2021-06-14 06:00:00,Light_Load,5.9
2021-06-14 07:00:00,Light_Load,5.0
2021-06-14 08:00:00,Light_Load,73.8
2021-06-14 09:00:00,Medium_Load,19.51
2021-06-14 10:00:00,Maximum_Load,19.58
2021-06-14 11:00:00,Maximum_Load,42.48
2021-06-14 12:00:00,Medium_Load,0.0
2021-06-14 13:00:00,Maximum_Load,13.9
2021-06-14 14:00:00,Maximum_Load,26.64
2021-06-14 15:00:00,Maximum_Load,31.36
2021-06-14 16:00:00,Maximum_Load,28.73
2021-06-14 17:00:00,Medium_Load,0.0
2021-06-14 18:00:00,Medium_Load,35.5
2021-06-14 19:00:00,Medium_Load,48.74
2021-06-14 20:00:00,Medium_Load,25.06
2021-06-14 21:00:00,Medium_Load,0.0
2021-06-14 22:00:00,Medium_Load,4.57
2021-06-14 23:00:00,Light_Load,4.14
2021-06-15 00:00:00,Light_Load,4.86
2021-06-15 01:00:00,Light_Load,4.75
2021-06-15 02:00:00,Light_Load,4.72
2021-06-15 03:00:00,Light_Load,4.57
2021-06-15 04:00:00,Light_Load,4.75
2021-06-15 05:00:00,Light_Load,5.15
2021-06-15 06:00:00,Light_Load,5.51
2021-06-15 07:00:00,Light_Load,4.97
2021-06-15 08:00:00,Light_Load,60.95
2021-06-15 09:00:00,Medium_Load,17.17
2021-06-15 10:00:00,Maximum_Load,24.16
2021-06-15 11:00:00,Maximum_Load,33.34
2021-06-15 12:00:00,Medium_Load,0.0
2021-06-15 13:00:00,Maximum_Load,0.0
2021-06-15 14:00:00,Maximum_Load,0.0
2021-06-15 15:00:00,Maximum_Load,0.0
2021-06-15 16:00:00,Maximum_Load,0.0
2021-06-15 17:00:00,Medium_Load,0.0
2021-06-15 18:00:00,Medium_Load,0.0
2021-06-15 19:00:00,Medium_Load,0.0
2021-06-15 20:00:00,Medium_Load,0.0
2021-06-15 21:00:00,Medium_Load,0.0
2021-06-15 22:00:00,Medium_Load,4.5
2021-06-15 23:00:00,Light_Load,4.18
2021-06-16 00:00:00,Light_Load,4.32
2021-06-16 01:00:00,Light_Load,4.14
2021-06-16 02:00:00,Light_Load,4.25
2021-06-16 03:00:00,Light_Load,4.25
2021-06-16 04:00:00,Light_Load,4.1
2021-06-16 05:00:00,Light_Load,4.68
2021-06-16 06:00:00,Light_Load,4.61
2021-06-16 07:00:00,Light_Load,4.28
2021-06-16 08:00:00,Light_Load,56.23
2021-06-16 09:00:00,Medium_Load,20.77
2021-06-16 10:00:00,Maximum_Load,28.04
2021-06-16 11:00:00,Maximum_Load,45.36
2021-06-16 12:00:00,Medium_Load,0.0
2021-06-16 13:00:00,Maximum_Load,0.0
2021-06-16 14:00:00,Maximum_Load,27.94
2021-06-16 15:00:00,Maximum_Load,36.72
2021-06-16 16:00:00,Maximum_Load,23.22
2021-06-16 17:00:00,Medium_Load,0.0
2021-06-16 18:00:00,Medium_Load,54.68
2021-06-16 19:00:00,Medium_Load,27.61
2021-06-16 20:00:00,Medium_Load,20.92
2021-06-16 21:00:00,Medium_Load,0.0
2021-06-16 22:00:00,Medium_Load,4.86
2021-06-16 23:00:00,Light_Load,4.46
2021-06-17 00:00:00,Light_Load,5.11
2021-06-17 01:00:00,Light_Load,5.29
2021-06-17 02:00:00,Light_Load,5.44
2021-06-17 03:00:00,Light_Load,5.22
2021-06-17 04:00:00,Light_Load,5.44
2021-06-17 05:00:00,Light_Load,5.87
2021-06-17 06:00:00,Light_Load,5.62
2021-06-17 07:00:00,Light_Load,5.26
2021-06-17 08:00:00,Light_Load,52.7
2021-06-17 09:00:00,Medium_Load,35.39
2021-06-17 10:00:00,Maximum_Load,17.57
2021-06-17 11:00:00,Maximum_Load,53.35
2021-06-17 12:00:00,Medium_Load,0.0
2021-06-17 13:00:00,Maximum_Load,33.98
2021-06-17 14:00:00,Maximum_Load,36.32
2021-06-17 15:00:00,Maximum_Load,22.39
2021-06-17 16:00:00,Maximum_Load,22.43
2021-06-17 17:00:00,Medium_Load,0.83
2021-06-17 18:00:00,Medium_Load,32.11
2021-06-17 19:00:00,Medium_Load,38.09
2021-06-17 20:00:00,Medium_Load,21.1
2021-06-17 21:00:00,Medium_Load,0.0
2021-06-17 22:00:00,Medium_Load,5.08
2021-06-17 23:00:00,Light_Load,4.14
2021-06-18 00:00:00,Light_Load,6.16
2021-06-18 01:00:00,Light_Load,4.97
2021-06-18 02:00:00,Light_Load,5.0
2021-06-18 03:00:00,Light_Load,5.11
2021-06-18 04:00:00,Light_Load,5.51
2021-06-18 05:00:00,Light_Load,5.83
2021-06-18 06:00:00,Light_Load,5.9
2021-06-18 07:00:00,Light_Load,5.4
2021-06-18 08:00:00,Light_Load,28.22
2021-06-18 09:00:00,Medium_Load,0.07
2021-06-18 10:00:00,Maximum_Load,0.0
2021-06-18 11:00:00,Maximum_Load,0.0
2021-06-18 12:00:00,Medium_Load,0.0
2021-06-18 13:00:00,Maximum_Load,0.0
2021-06-18 14:00:00,Maximum_Load,0.0
2021-06-18 15:00:00,Maximum_Load,0.0
2021-06-18 16:00:00,Maximum_Load,0.0
2021-06-18 17:00:00,Medium_Load,0.0
2021-06-18 18:00:00,Medium_Load,0.0
2021-06-18 19:00:00,Medium_Load,0.0
2021-06-18 20:00:00,Medium_Load,0.0
2021-06-18 21:00:00,Medium_Load,0.0
2021-06-18 22:00:00,Medium_Load,5.51
2021-06-18 23:00:00,Light_Load,5.08
2021-06-19 00:00:00,Light_Load,4.39
2021-06-19 01:00:00,Light_Load,4.18
2021-06-19 02:00:00,Light_Load,3.89
2021-06-19 03:00:00,Light_Load,3.92
2021-06-19 04:00:00,Light_Load,4.03
2021-06-19 05:00:00,Light_Load,4.28
2021-06-19 06:00:00,Light_Load,4.39
2021-06-19 07:00:00,Light_Load,4.32
2021-06-19 08:00:00,Light_Load,4.21
2021-06-19 09:00:00,Light_Load,0.0
2021-06-19 10:00:00,Light_Load,0.0
2021-06-19 11:00:00,Light_Load,0.0
2021-06-19 12:00:00,Light_Load,0.0
2021-06-19 13:00:00,Light_Load,0.0
2021-06-19 14:00:00,Light_Load,0.0
2021-06-19 15:00:00,Light_Load,0.0
2021-06-19 16:00:00,Light_Load,0.0
2021-06-19 17:00:00,Light_Load,0.0
2021-06-19 18:00:00,Light_Load,0.0
2021-06-19 19:00:00,Light_Load,0.0
2021-06-19 20:00:00,Light_Load,0.0
2021-06-19 21:00:00,Light_Load,0.0
2021-06-19 22:00:00,Light_Load,3.78
2021-06-19 23:00:00,Light_Load,3.67
2021-06-20 00:00:00,Light_Load,3.96
2021-06-20 01:00:00,Light_Load,4.1
2021-06-20 02:00:00,Light_Load,4.36
2021-06-20 03:00:00,Light_Load,3.92
2021-06-20 04:00:00,Light_Load,3.74
2021-06-20 05:00:00,Light_Load,3.78
2021-06-20 06:00:00,Light_Load,4.0
2021-06-20 07:00:00,Light_Load,5.26
2021-06-20 08:00:00,Light_Load,65.66
2021-06-20 09:00:00,Medium_Load,26.03
2021-06-20 10:00:00,Maximum_Load,28.84
2021-06-20 11:00:00,Maximum_Load,40.97
2021-06-20 12:00:00,Medium_Load,0.0
2021-06-20 13:00:00,Maximum_Load,24.44
2021-06-20 14:00:00,Maximum_Load,21.56
2021-06-20 15:00:00,Maximum_Load,30.46
2021-06-20 16:00:00,Maximum_Load,11.63
2021-06-20 17:00:00,Medium_Load,0.04
2021-06-20 18:00:00,Medium_Load,18.94
2021-06-20 19:00:00,Medium_Load,6.73
2021-06-20 20:00:00,Medium_Load,0.14
2021-06-20 21:00:00,Medium_Load,0.0
2021-06-20 22:00:00,Medium_Load,5.22
2021-06-20 23:00:00,Light_Load,4.32
2021-06-21 00:00:00,Light_Load,4.72
2021-06-21 01:00:00,Light_Load,4.43
2021-06-21 02:00:00,Light_Load,4.5
2021-06-21 03:00:00,Light_Load,4.54
2021-06-21 04:00:00,Light_Load,4.46
2021-06-21 05:00:00,Light_Load,4.97
2021-06-21 06:00:00,Light_Load,5.22
2021-06-21 07:00:00,Light_Load,4.79
2021-06-21 08:00:00,Light_Load,47.81
2021-06-21 09:00:00,Medium_Load,18.94
2021-06-21 10:00:00,Maximum_Load,7.49
2021-06-21 11:00:00,Maximum_Load,28.55
2021-06-21 12:00:00,Medium_Load,0.0
2021-06-21 13:00:00,Maximum_Load,16.27
2021-06-21 14:00:00,Maximum_Load,17.68
2021-06-21 15:00:00,Maximum_Load,30.53
2021-06-21 16:00:00,Maximum_Load,17.24
2021-06-21 17:00:00,Medium_Load,0.29
2021-06-21 18:00:00,Medium_Load,29.7
2021-06-21 19:00:00,Medium_Load,19.91
2021-06-21 20:00:00,Medium_Load,3.89
2021-06-21 21:00:00,Medium_Load,0.0
2021-06-21 22:00:00,Medium_Load,5.47
2021-06-21 23:00:00,Light_Load,5.15
2021-06-22 00:00:00,Light_Load,5.76
2021-06-22 01:00:00,Light_Load,6.05
2021-06-22 02:00:00,Light_Load,5.76
2021-06-22 03:00:00,Light_Load,5.98
2021-06-22 04:00:00,Light_Load,5.94
2021-06-22 05:00:00,Light_Load,6.41
2021-06-22 06:00:00,Light_Load,6.26
2021-06-22 07:00:00,Light_Load,5.47
2021-06-22 08:00:00,Light_Load,78.95
2021-06-22 09:00:00,Medium_Load,22.61
2021-06-22 10:00:00,Maximum_Load,45.47
2021-06-22 11:00:00,Maximum_Load,55.33
2021-06-22 12:00:00,Medium_Load,0.0
2021-06-22 13:00:00,Maximum_Load,33.7
2021-06-22 14:00:00,Maximum_Load,43.85
2021-06-22 15:00:00,Maximum_Load,30.38
2021-06-22 16:00:00,Maximum_Load,36.32
2021-06-22 17:00:00,Medium_Load,0.4
2021-06-22 18:00:00,Medium_Load,25.81
2021-06-22 19:00:00,Medium_Load,25.81
2021-06-22 20:00:00,Medium_Load,4.86
2021-06-22 21:00:00,Medium_Load,0.0
2021-06-22 22:00:00,Medium_Load,4.28
2021-06-22 23:00:00,Light_Load,4.03
2021-06-23 00:00:00,Light_Load,4.36
2021-06-23 01:00:00,Light_Load,4.75
2021-06-23 02:00:00,Light_Load,4.9
2021-06-23 03:00:00,Light_Load,4.93
2021-06-23 04:00:00,Light_Load,4.9
2021-06-23 05:00:00,Light_Load,5.72
2021-06-23 06:00:00,Light_Load,5.62
2021-06-23 07:00:00,Light_Load,5.29
2021-06-23 08:00:00,Light_Load,57.28
2021-06-23 09:00:00,Medium_Load,28.69
2021-06-23 10:00:00,Maximum_Load,20.38
2021-06-23 11:00:00,Maximum_Load,39.89
2021-06-23 12:00:00,Medium_Load,0.0
2021-06-23 13:00:00,Maximum_Load,22.32
2021-06-23 14:00:00,Maximum_Load,11.77
2021-06-23 15:00:00,Maximum_Load,13.28
2021-06-23 16:00:00,Maximum_Load,25.24
2021-06-23 17:00:00,Medium_Load,0.0
2021-06-23 18:00:00,Medium_Load,19.58
2021-06-23 19:00:00,Medium_Load,10.69
2021-06-23 20:00:00,Medium_Load,3.06
2021-06-23 21:00:00,Medium_Load,0.0
2021-06-23 22:00:00,Medium_Load,5.04
2021-06-23 23:00:00,Light_Load,6.08
2021-06-24 00:00:00,Light_Load,5.65
2021-06-24 01:00:00,Light_Load,5.62
2021-06-24 02:00:00,Light_Load,5.72
2021-06-24 03:00:00,Light_Load,5.36
2021-06-24 04:00:00,Light_Load,5.76
2021-06-24 05:00:00,Light_Load,5.8
2021-06-24 06:00:00,Light_Load,5.44
2021-06-24 07:00:00,Light_Load,4.93
2021-06-24 08:00:00,Light_Load,61.09
2021-06-24 09:00:00,Medium_Load,21.6
2021-06-24 10:00:00,Maximum_Load,35.78
2021-06-24 11:00:00,Maximum_Load,46.48
2021-06-24 12:00:00,Medium_Load,0.0
2021-06-24 13:00:00,Maximum_Load,34.78
2021-06-24 14:00:00,Maximum_Load,22.57
2021-06-24 15:00:00,Maximum_Load,17.39
2021-06-24 16:00:00,Maximum_Load,13.93
2021-06-24 17:00:00,Medium_Load,0.14
2021-06-24 18:00:00,Medium_Load,33.62
2021-06-24 19:00:00,Medium_Load,23.15
2021-06-24 20:00:00,Medium_Load,7.34
2021-06-24 21:00:00,Medium_Load,0.0
2021-06-24 22:00:00,Medium_Load,5.36
2021-06-24 23:00:00,Light_Load,4.86
2021-06-25 00:00:00,Light_Load,4.43
2021-06-25 01:00:00,Light_Load,4.57
2021-06-25 02:00:00,Light_Load,4.43
2021-06-25 03:00:00,Light_Load,4.14
2021-06-25 04:00:00,Light_Load,4.14
2021-06-25 05:00:00,Light_Load,4.43
2021-06-25 06:00:00,Light_Load,4.39
2021-06-25 07:00:00,Light_Load,3.82
2021-06-25 08:00:00,Light_Load,39.53
2021-06-25 09:00:00,Medium_Load,0.36
2021-06-25 10:00:00,Maximum_Load,1.55
2021-06-25 11:00:00,Maximum_Load,16.49
2021-06-25 12:00:00,Medium_Load,0.0
2021-06-25 13:00:00,Maximum_Load,3.64
2021-06-25 14:00:00,Maximum_Load,12.38
2021-06-25 15:00:00,Maximum_Load,1.51
2021-06-25 16:00:00,Maximum_Load,9.54
2021-06-25 17:00:00,Medium_Load,0.0
2021-06-25 18:00:00,Medium_Load,0.0
2021-06-25 19:00:00,Medium_Load,0.0
2021-06-25 20:00:00,Medium_Load,0.0
2021-06-25 21:00:00,Medium_Load,0.0
2021-06-25 22:00:00,Medium_Load,3.92
2021-06-25 23:00:00,Light_Load,3.2
2021-06-26 00:00:00,Light_Load,3.28
2021-06-26 01:00:00,Light_Load,3.49
2021-06-26 02:00:00,Light_Load,3.53
2021-06-26 03:00:00,Light_Load,4.1
2021-06-26 04:00:00,Light_Load,3.38
2021-06-26 05:00:00,Light_Load,3.67
2021-06-26 06:00:00,Light_Load,3.67
2021-06-26 07:00:00,Light_Load,3.49
2021-06-26 08:00:00,Light_Load,19.87
2021-06-26 09:00:00,Medium_Load,0.43
2021-06-26 10:00:00,Maximum_Load,0.0
2021-06-26 11:00:00,Maximum_Load,1.33
2021-06-26 12:00:00,Medium_Load,0.0
2021-06-26 13:00:00,Maximum_Load,1.48
2021-06-26 14:00:00,Maximum_Load,0.32
2021-06-26 15:00:00,Maximum_Load,0.11
2021-06-26 16:00:00,Maximum_Load,0.0
2021-06-26 17:00:00,Medium_Load,0.0
2021-06-26 18:00:00,Medium_Load,0.0
2021-06-26 19:00:00,Medium_Load,0.0
2021-06-26 20:00:00,Medium_Load,0.0
2021-06-26 21:00:00,Medium_Load,0.0
2021-06-26 22:00:00,Medium_Load,4.43
2021-06-26 23:00:00,Light_Load,4.25
2021-06-27 00:00:00,Light_Load,4.64
2021-06-27 01:00:00,Light_Load,4.32
2021-06-27 02:00:00,Light_Load,4.82
2021-06-27 03:00:00,Light_Load,4.72
2021-06-27 04:00:00,Light_Load,4.68
2021-06-27 05:00:00,Light_Load,4.9
2021-06-27 06:00:00,Light_Load,4.39
2021-06-27 07:00:00,Light_Load,3.56
2021-06-27 08:00:00,Light_Load,63.83
2021-06-27 09:00:00,Medium_Load,24.88
2021-06-27 10:00:00,Maximum_Load,38.05
2021-06-27 11:00:00,Maximum_Load,57.17
2021-06-27 12:00:00,Medium_Load,0.0
2021-06-27 13:00:00,Maximum_Load,47.48
2021-06-27 14:00:00,Maximum_Load,39.92
2021-06-27 15:00:00,Maximum_Load,35.35
2021-06-27 16:00:00,Maximum_Load,26.21
2021-06-27 17:00:00,Medium_Load,0.0
2021-06-27 18:00:00,Medium_Load,8.89
2021-06-27 19:00:00,Medium_Load,15.48
2021-06-27 20:00:00,Medium_Load,1.76
2021-06-27 21:00:00,Medium_Load,0.0
2021-06-27 22:00:00,Medium_Load,3.6
2021-06-27 23:00:00,Light_Load,3.28
2021-06-28 00:00:00,Light_Load,3.64
2021-06-28 01:00:00,Light_Load,3.46
2021-06-28 02:00:00,Light_Load,3.67
2021-06-28 03:00:00,Light_Load,3.56
2021-06-28 04:00:00,Light_Load,3.82
2021-06-28 05:00:00,Light_Load,4.07
2021-06-28 06:00:00,Light_Load,3.71
2021-06-28 07:00:00,Light_Load,4.25
2021-06-28 08:00:00,Light_Load,40.0
2021-06-28 09:00:00,Medium_Load,17.89
2021-06-28 10:00:00,Maximum_Load,16.96
2021-06-28 11:00:00,Maximum_Load,33.8
2021-06-28 12:00:00,Medium_Load,0.0
2021-06-28 13:00:00,Maximum_Load,27.83
2021-06-28 14:00:00,Maximum_Load,25.06
2021-06-28 15:00:00,Maximum_Load,30.74
2021-06-28 16:00:00,Maximum_Load,35.78
2021-06-28 17:00:00,Medium_Load,0.0
2021-06-28 18:00:00,Medium_Load,10.04
2021-06-28 19:00:00,Medium_Load,1.76
2021-06-28 20:00:00,Medium_Load,9.18
2021-06-28 21:00:00,Medium_Load,0.0
2021-06-28 22:00:00,Medium_Load,4.68
2021-06-28 23:00:00,Light_Load,5.04
2021-06-29 00:00:00,Light_Load,4.03
2021-06-29 01:00:00,Light_Load,3.96
2021-06-29 02:00:00,Light_Load,3.92
2021-06-29 03:00:00,Light_Load,4.07
2021-06-29 04:00:00,Light_Load,4.43
2021-06-29 05:00:00,Light_Load,4.5
2021-06-29 06:00:00,Light_Load,4.1
2021-06-29 07:00:00,Light_Load,3.49
2021-06-29 08:00:00,Light_Load,48.96
2021-06-29 09:00:00,Medium_Load,16.02
2021-06-29 10:00:00,Maximum_Load,8.78
2021-06-29 11:00:00,Maximum_Load,39.49
2021-06-29 12:00:00,Medium_Load,0.0
2021-06-29 13:00:00,Maximum_Load,30.35
2021-06-29 14:00:00,Maximum_Load,45.47
2021-06-29 15:00:00,Maximum_Load,38.63
2021-06-29 16:00:00,Maximum_Load,10.3
2021-06-29 17:00:00,Medium_Load,5.87
2021-06-29 18:00:00,Medium_Load,0.0
2021-06-29 19:00:00,Medium_Load,0.0
2021-06-29 20:00:00,Medium_Load,0.0
2021-06-29 21:00:00,Medium_Load,0.0
2021-06-29 22:00:00,Medium_Load,4.9
2021-06-29 23:00:00,Light_Load,4.54
2021-06-30 00:00:00,Light_Load,4.36
2021-06-30 01:00:00,Light_Load,4.68
2021-06-30 02:00:00,Light_Load,4.1
2021-06-30 03:00:00,Light_Load,4.5
2021-06-30 04:00:00,Light_Load,4.75
2021-06-30 05:00:00,Light_Load,5.04
2021-06-30 06:00:00,Light_Load,4.28
2021-06-30 07:00:00,Light_Load,6.3
2021-06-30 08:00:00,Light_Load,34.85
2021-06-30 09:00:00,Medium_Load,12.82
2021-06-30 10:00:00,Maximum_Load,26.1
2021-06-30 11:00:00,Maximum_Load,34.85
2021-06-30 12:00:00,Medium_Load,0.0
2021-06-30 13:00:00,Maximum_Load,18.18
2021-06-30 14:00:00,Maximum_Load,23.26
2021-06-30 15:00:00,Maximum_Load,11.52
2021-06-30 16:00:00,Maximum_Load,43.16
2021-06-30 17:00:00,Medium_Load,0.0
2021-06-30 18:00:00,Medium_Load,18.61
2021-06-30 19:00:00,Medium_Load,4.18
2021-06-30 20:00:00,Medium_Load,2.74
2021-06-30 21:00:00,Medium_Load,0.0
2021-06-30 22:00:00,Medium_Load,4.28
2021-06-30 23:00:00,Light_Load,3.96
2021-07-01 00:00:00,Light_Load,4.32
2021-07-01 01:00:00,Light_Load,4.43
2021-07-01 02:00:00,Light_Load,4.57
2021-07-01 03:00:00,Light_Load,4.9
2021-07-01 04:00:00,Light_Load,4.61
2021-07-01 05:00:00,Light_Load,5.36
2021-07-01 06:00:00,Light_Load,4.64
2021-07-01 07:00:00,Light_Load,4.93
2021-07-01 08:00:00,Light_Load,55.12
2021-07-01 09:00:00,Medium_Load,9.14
2021-07-01 10:00:00,Maximum_Load,23.18
2021-07-01 11:00:00,Maximum_Load,24.62
2021-07-01 12:00:00,Medium_Load,0.0
2021-07-01 13:00:00,Maximum_Load,27.9
2021-07-01 14:00:00,Maximum_Load,14.69
2021-07-01 15:00:00,Maximum_Load,15.84
2021-07-01 16:00:00,Maximum_Load,17.28
2021-07-01 17:00:00,Medium_Load,0.0
2021-07-01 18:00:00,Medium_Load,27.14
2021-07-01 19:00:00,Medium_Load,9.4
2021-07-01 20:00:00,Medium_Load,16.6
2021-07-01 21:00:00,Medium_Load,0.0
2021-07-01 22:00:00,Medium_Load,4.5
2021-07-01 23:00:00,Light_Load,3.82
2021-07-02 00:00:00,Light_Load,4.68
2021-07-02 01:00:00,Light_Load,4.9
2021-07-02 02:00:00,Light_Load,5.08
2021-07-02 03:00:00,Light_Load,4.79
2021-07-02 04:00:00,Light_Load,4.68
2021-07-02 05:00:00,Light_Load,4.97
2021-07-02 06:00:00,Light_Load,4.75
2021-07-02 07:00:00,Light_Load,4.61
2021-07-02 08:00:00,Light_Load,35.03
2021-07-02 09:00:00,Medium_Load,7.88
2021-07-02 10:00:00,Maximum_Load,12.2
2021-07-02 11:00:00,Maximum_Load,24.52
2021-07-02 12:00:00,Medium_Load,0.0
2021-07-02 13:00:00,Maximum_Load,12.67
2021-07-02 14:00:00,Maximum_Load,9.36
2021-07-02 15:00:00,Maximum_Load,7.92
2021-07-02 16:00:00,Maximum_Load,14.0
2021-07-02 17:00:00,Medium_Load,0.0
2021-07-02 18:00:00,Medium_Load,0.0
2021-07-02 19:00:00,Medium_Load,0.0
2021-07-02 20:00:00,Medium_Load,0.0
2021-07-02 21:00:00,Medium_Load,0.0
2021-07-02 22:00:00,Medium_Load,4.28
2021-07-02 23:00:00,Light_Load,3.35
2021-07-03 00:00:00,Light_Load,4.18
2021-07-03 01:00:00,Light_Load,4.0
2021-07-03 02:00:00,Light_Load,4.07
2021-07-03 03:00:00,Light_Load,3.74
2021-07-03 04:00:00,Light_Load,3.74
2021-07-03 05:00:00,Light_Load,3.74
2021-07-03 06:00:00,Light_Load,3.74
2021-07-03 07:00:00,Light_Load,3.17
2021-07-03 08:00:00,Light_Load,3.24
2021-07-03 09:00:00,Light_Load,0.0
2021-07-03 10:00:00,Light_Load,0.0
2021-07-03 11:00:00,Light_Load,0.0
2021-07-03 12:00:00,Light_Load,0.0
2021-07-03 13:00:00,Light_Load,0.0
2021-07-03 14:00:00,Light_Load,0.0
2021-07-03 15:00:00,Light_Load,0.0
2021-07-03 16:00:00,Light_Load,0.0
2021-07-03 17:00:00,Light_Load,0.0
2021-07-03 18:00:00,Light_Load,0.0
2021-07-03 19:00:00,Light_Load,0.0
2021-07-03 20:00:00,Light_Load,0.0
2021-07-03 21:00:00,Light_Load,0.0
2021-07-03 22:00:00,Light_Load,3.96
2021-07-03 23:00:00,Light_Load,3.74
2021-07-04 00:00:00,Light_Load,4.18
2021-07-04 01:00:00,Light_Load,4.28
2021-07-04 02:00:00,Light_Load,4.5
2021-07-04 03:00:00,Light_Load,4.36
2021-07-04 04:00:00,Light_Load,4.28
2021-07-04 05:00:00,Light_Load,4.46
2021-07-04 06:00:00,Light_Load,4.61
2021-07-04 07:00:00,Light_Load,3.31
2021-07-04 08:00:00,Light_Load,47.7
2021-07-04 09:00:00,Medium_Load,28.8
2021-07-04 10:00:00,Maximum_Load,29.38
2021-07-04 11:00:00,Maximum_Load,61.38
2021-07-04 12:00:00,Medium_Load,0.0
2021-07-04 13:00:00,Maximum_Load,58.36
2021-07-04 14:00:00,Maximum_Load,29.02
2021-07-04 15:00:00,Maximum_Load,41.47
2021-07-04 16:00:00,Maximum_Load,20.92
2021-07-04 17:00:00,Medium_Load,2.74
2021-07-04 18:00:00,Medium_Load,16.13
2021-07-04 19:00:00,Medium_Load,9.11
2021-07-04 20:00:00,Medium_Load,12.35
2021-07-04 21:00:00,Medium_Load,0.0
2021-07-04 22:00:00,Medium_Load,4.79
2021-07-04 23:00:00,Light_Load,4.61
2021-07-05 00:00:00,Light_Load,5.44
2021-07-05 01:00:00,Light_Load,4.07
2021-07-05 02:00:00,Light_Load,4.21
2021-07-05 03:00:00,Light_Load,4.18
2021-07-05 04:00:00,Light_Load,4.43
2021-07-05 05:00:00,Light_Load,4.82
2021-07-05 06:00:00,Light_Load,4.5
2021-07-05 07:00:00,Light_Load,5.18
2021-07-05 08:00:00,Light_Load,47.3
2021-07-05 09:00:00,Medium_Load,39.6
2021-07-05 10:00:00,Maximum_Load,28.04
2021-07-05 11:00:00,Maximum_Load,45.07
2021-07-05 12:00:00,Medium_Load,0.0
2021-07-05 13:00:00,Maximum_Load,23.62
2021-07-05 14:00:00,Maximum_Load,39.06
2021-07-05 15:00:00,Maximum_Load,27.97
2021-07-05 16:00:00,Maximum_Load,35.35
2021-07-05 17:00:00,Medium_Load,4.21
